,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
195,RLRAM,2,0,26.01830939,p_2,0.5,gateway,19,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
196,RLRAM,2,0,26.01830939,p_2,0.5,running,17,2_handle_payment,,12accounting0,27.05899599,
197,RLRAM,2,0,26.01830939,p_2,0.5,running,19,2_budget_approve,,1budget_owner2,26.64814299,
198,RLRAM,2,0,26.57983368,p_1,0.5,START,23,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
199,RLRAM,2,0,26.64814299,p_2,0.5,running,19,2_supervisor_approve,,1supervisor2,30.22968843,
200,RLRAM,2,0,26.74456834,p_1,0.5,running,23,1_submit_request,,1employee1,26.81719809,
201,RLRAM,2,0,26.74456834,p_1,0.5,running,21,1_check_request,,12admin1,27.405662,
202,RLRAM,2,0,26.81719809,p_1,0.5,running,23,1_check_request,,112admin0,26.86679503,
203,RLRAM,2,0,26.86679503,p_1,0.5,gateway,23,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
204,RLRAM,2,0,26.86679503,p_1,0.5,running,23,1_check_budget_approval,,112admin1,27.02102014,
205,RLRAM,2,0,26.86679503,p_1,0.5,running,22,1_check_request,,112admin0,31.15896355,
206,RLRAM,2,0,26.8815727,p_1,0.5,gateway,20,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
207,RLRAM,2,0,26.8815727,p_1,0.5,running,20,1_check_budget_approval,,1X_SHARED,27.40636412,
208,RLRAM,2,0,27.02102014,p_1,0.5,gateway,23,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
209,RLRAM,2,0,27.02102014,p_1,0.5,running,23,1_supervisor_approve,,X_SHARED,27.7617595,
210,RLRAM,2,0,27.05899599,p_2,0.5,gateway,17,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
211,RLRAM,2,0,27.05899599,p_2,0.5,running,16,2_handle_payment,,12accounting0,30.52952257,
212,RLRAM,2,0,27.05899599,p_2,0.5,COMPLETE,17,2_END,,,,8.441110901
213,RLRAM,2,0,27.405662,p_1,0.5,gateway,21,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
214,RLRAM,2,0,27.40636412,p_1,0.5,gateway,20,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
215,RLRAM,2,0,27.40636412,p_1,0.5,running,21,1_check_budget_approval,,1X_SHARED,27.91193444,
216,RLRAM,2,0,27.40636412,p_1,0.5,running,20,1_supervisor_approve,,1supervisor1,27.45336588,
217,RLRAM,2,0,27.7617595,p_1,0.5,running,20,1_handle_payment,,X_SHARED,28.21534114,
218,RLRAM,2,0,27.91193444,p_1,0.5,gateway,21,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
219,RLRAM,2,0,28.21534114,p_1,0.5,gateway,20,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
220,RLRAM,2,0,28.21534114,p_2,0.5,running,13,2_handle_payment,,1X_SHARED,28.45116036,
221,RLRAM,2,0,28.21534114,p_1,0.5,running,23,1_handle_payment,,X_SHARED,28.5023964,
222,RLRAM,2,0,28.21534114,p_1,0.5,running,21,1_supervisor_approve,,1supervisor1,28.33465744,
223,RLRAM,2,0,28.21534114,p_1,0.5,COMPLETE,20,1_END,,,,8.849444498
224,RLRAM,2,0,28.45116036,p_2,0.5,gateway,13,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
225,RLRAM,2,0,28.45116036,p_2,0.5,COMPLETE,13,2_END,,,,12.67969068
226,RLRAM,2,0,28.5023964,p_1,0.5,gateway,23,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
227,RLRAM,2,0,28.5023964,p_1,0.5,COMPLETE,23,1_END,,,,1.92256272
228,RLRAM,2,0,29.27410298,p_2,0.5,gateway,12,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
229,RLRAM,2,0,29.27410298,p_2,0.5,running,15,2_handle_payment,,12accounting1,32.18208206,
230,RLRAM,2,0,29.27410298,p_2,0.5,COMPLETE,12,2_END,,,,15.54289624
231,RLRAM,2,0,30.52952257,p_2,0.5,gateway,16,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
232,RLRAM,2,0,30.52952257,p_2,0.5,COMPLETE,16,2_END,,,,12.33286467
233,RLRAM,2,0,31.15896355,p_1,0.5,gateway,22,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
234,RLRAM,2,0,31.15896355,p_1,0.5,running,21,1_handle_payment,,12accounting0,37.55756832,
235,RLRAM,2,0,31.15896355,p_1,0.5,running,22,1_check_budget_approval,,1X_SHARED,34.52345444,
236,RLRAM,2,0,32.18208206,p_2,0.5,gateway,15,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
237,RLRAM,2,0,32.18208206,p_2,0.5,running,19,2_handle_payment,,12accounting1,38.57848836,
238,RLRAM,2,0,32.18208206,p_2,0.5,COMPLETE,15,2_END,,,,15.58020837
239,RLRAM,2,0,34.52345444,p_1,0.5,gateway,22,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
240,RLRAM,2,0,34.52345444,p_1,0.5,running,22,1_budget_approve,,X_SHARED,35.7240064,
241,RLRAM,2,0,35.7240064,p_1,0.5,running,22,1_supervisor_approve,,X_SHARED,36.08737671,
242,RLRAM,2,0,35.90466795,p_1,0.5,START,24,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
243,RLRAM,2,0,35.90466795,p_1,0.5,running,24,1_submit_request,,1employee1,36.13742636,
244,RLRAM,2,0,36.08737671,p_1,0.5,running,22,1_handle_payment,,X_SHARED,37.63559963,
245,RLRAM,2,0,36.13742636,p_1,0.5,running,24,1_check_request,,1X_SHARED,36.24038308,
246,RLRAM,2,0,36.24038308,p_1,0.5,gateway,24,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
247,RLRAM,2,0,36.24038308,p_1,0.5,running,24,1_check_budget_approval,,1X_SHARED,38.0008864,
248,RLRAM,2,0,37.55756832,p_1,0.5,gateway,21,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
249,RLRAM,2,0,37.55756832,p_1,0.5,COMPLETE,21,1_END,,,,16.9285116
250,RLRAM,2,0,37.63559963,p_1,0.5,gateway,22,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
251,RLRAM,2,0,37.63559963,p_1,0.5,COMPLETE,22,1_END,,,,12.06288951
252,RLRAM,2,0,38.0008864,p_1,0.5,gateway,24,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
253,RLRAM,2,0,38.0008864,p_1,0.5,running,24,1_supervisor_approve,,X_SHARED,38.32859269,
254,RLRAM,2,0,38.32859269,p_1,0.5,running,24,1_handle_payment,,X_SHARED,39.91502477,
255,RLRAM,2,0,38.57848836,p_2,0.5,gateway,19,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
256,RLRAM,2,0,38.57848836,p_2,0.5,COMPLETE,19,2_END,,,,19.30408902
257,RLRAM,2,0,38.61834988,p_2,0.5,START,25,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
258,RLRAM,2,0,38.61834988,p_2,0.5,running,25,2_submit_request,,1employee1,41.8558481,
259,RLRAM,2,0,39.91502477,p_1,0.5,gateway,24,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
260,RLRAM,2,0,39.91502477,p_1,0.5,COMPLETE,24,1_END,,,,4.010356827
261,RLRAM,2,0,39.92414346,p_1,0.5,START,26,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
262,RLRAM,2,0,40.00221687,p_1,0.5,START,27,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
263,RLRAM,2,0,40.00221687,p_1,0.5,running,26,1_submit_request,,1employee,43.12233023,
264,RLRAM,2,0,41.8558481,p_2,0.5,running,25,2_check_request,,X_SHARED,41.8909555,
265,RLRAM,2,0,41.8558481,p_1,0.5,running,27,1_submit_request,,1employee1,42.53666465,
266,RLRAM,2,0,41.8909555,p_2,0.5,gateway,25,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
267,RLRAM,2,0,41.8909555,p_2,0.5,running,25,2_check_budget_approval,,X_SHARED,43.28035939,
268,RLRAM,2,0,42.53666465,p_1,0.5,running,27,1_check_request,,1X_SHARED,43.05272433,
269,RLRAM,2,0,43.05272433,p_1,0.5,gateway,27,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
270,RLRAM,2,0,43.05272433,p_1,0.5,running,27,1_check_budget_approval,,1X_SHARED,43.16333217,
271,RLRAM,2,0,43.16333217,p_1,0.5,gateway,27,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
272,RLRAM,2,0,43.16333217,p_1,0.5,running,26,1_check_request,,12admin1,43.41631412,
273,RLRAM,2,0,43.16333217,p_1,0.5,running,27,1_supervisor_approve,,1supervisor2,43.2178143,
274,RLRAM,2,0,43.28035939,p_2,0.5,gateway,25,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
275,RLRAM,2,0,43.28035939,p_1,0.5,running,27,1_handle_payment,,12accounting1,46.06881174,
276,RLRAM,2,0,43.28035939,p_2,0.5,running,25,2_supervisor_approve,,1supervisor1,45.41565352,
277,RLRAM,2,0,43.32612223,p_1,0.5,START,28,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
278,RLRAM,2,0,43.32612223,p_1,0.5,running,28,1_submit_request,,1employee1,43.38052913,
279,RLRAM,2,0,43.38052913,p_1,0.5,running,28,1_check_request,,1X_SHARED,44.36274572,
280,RLRAM,2,0,43.41631412,p_1,0.5,gateway,26,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
281,RLRAM,2,0,43.41631412,p_1,0.5,running,26,1_check_budget_approval,,12admin0,44.50513691,
282,RLRAM,2,0,44.36274572,p_1,0.5,gateway,28,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
283,RLRAM,2,0,44.36274572,p_1,0.5,running,28,1_submit_request,,1employee1,46.09003589,
284,RLRAM,2,0,44.50513691,p_1,0.5,gateway,26,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
285,RLRAM,2,0,44.50513691,p_1,0.5,running,26,1_supervisor_approve,,X_SHARED,45.49449902,
286,RLRAM,2,0,46.06881174,p_1,0.5,gateway,27,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
287,RLRAM,2,0,46.06881174,p_2,0.5,running,25,2_handle_payment,,12accounting1,48.49389651,
288,RLRAM,2,0,46.06881174,p_1,0.5,running,26,1_handle_payment,,12accounting0,46.75039681,
289,RLRAM,2,0,46.06881174,p_1,0.5,COMPLETE,27,1_END,,,,6.06659487
290,RLRAM,2,0,46.09003589,p_1,0.5,running,28,1_check_request,,1X_SHARED,47.0741086,
291,RLRAM,2,0,46.75039681,p_1,0.5,gateway,26,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
292,RLRAM,2,0,46.75039681,p_1,0.5,COMPLETE,26,1_END,,,,6.826253349
293,RLRAM,2,0,47.0741086,p_1,0.5,gateway,28,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
294,RLRAM,2,0,47.0741086,p_1,0.5,running,28,1_check_budget_approval,,112admin1,48.12554391,
295,RLRAM,2,0,47.43721328,p_2,0.5,START,29,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
296,RLRAM,2,0,47.43721328,p_2,0.5,running,29,2_submit_request,,1employee1,47.97103985,
297,RLRAM,2,0,47.97103985,p_2,0.5,running,29,2_check_request,,X_SHARED,48.75175775,
298,RLRAM,2,0,48.12554391,p_1,0.5,gateway,28,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
299,RLRAM,2,0,48.12554391,p_1,0.5,running,28,1_supervisor_approve,,1supervisor2,48.8251594,
300,RLRAM,2,0,48.49389651,p_2,0.5,gateway,25,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
301,RLRAM,2,0,48.49389651,p_2,0.5,COMPLETE,25,2_END,,,,9.875546636
302,RLRAM,2,0,48.75175775,p_2,0.5,gateway,29,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
303,RLRAM,2,0,48.75175775,p_2,0.5,running,29,2_check_budget_approval,,X_SHARED,48.91911981,
304,RLRAM,2,0,48.91911981,p_2,0.5,gateway,29,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
305,RLRAM,2,0,48.91911981,p_1,0.5,running,28,1_handle_payment,,12accounting1,51.67236725,
306,RLRAM,2,0,48.91911981,p_2,0.5,running,29,2_budget_approve,,1budget_owner2,50.42246824,
307,RLRAM,2,0,50.42246824,p_2,0.5,running,29,2_supervisor_approve,,1supervisor2,51.03484529,
308,RLRAM,2,0,51.14189433,p_2,0.5,START,30,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
309,RLRAM,2,0,51.14189433,p_2,0.5,running,30,2_submit_request,,1employee,51.34912834,
310,RLRAM,2,0,51.34912834,p_2,0.5,running,30,2_check_request,,12admin1,51.42483339,
311,RLRAM,2,0,51.42483339,p_2,0.5,gateway,30,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
312,RLRAM,2,0,51.42483339,p_2,0.5,running,30,2_check_budget_approval,,X_SHARED,52.27522583,
313,RLRAM,2,0,51.67236725,p_1,0.5,gateway,28,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
314,RLRAM,2,0,51.67236725,p_2,0.5,running,29,2_handle_payment,,1X_SHARED,52.2075556,
315,RLRAM,2,0,51.67236725,p_1,0.5,COMPLETE,28,1_END,,,,8.346245019
316,RLRAM,2,0,52.2075556,p_2,0.5,gateway,29,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
317,RLRAM,2,0,52.2075556,p_2,0.5,COMPLETE,29,2_END,,,,4.770342324
318,RLRAM,2,0,52.26368413,p_2,0.5,START,31,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
319,RLRAM,2,0,52.26368413,p_2,0.5,running,31,2_submit_request,,1employee1,53.27760229,
320,RLRAM,2,0,52.27522583,p_2,0.5,gateway,30,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
321,RLRAM,2,0,52.27522583,p_2,0.5,running,30,2_budget_approve,,1budget_owner1,54.23429127,
322,RLRAM,2,0,52.39845128,p_1,0.5,START,32,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
323,RLRAM,2,0,53.0620456,p_1,0.5,START,33,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
324,RLRAM,2,0,53.0620456,p_1,0.5,running,32,1_submit_request,,1employee,53.65562642,
325,RLRAM,2,0,53.27760229,p_2,0.5,running,31,2_check_request,,12admin1,54.4894963,
326,RLRAM,2,0,53.27760229,p_1,0.5,running,33,1_submit_request,,1employee1,53.89150804,
327,RLRAM,2,0,53.65562642,p_1,0.5,running,32,1_check_request,,1X_SHARED,53.9991535,
328,RLRAM,2,0,53.81963502,p_1,0.5,START,34,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
329,RLRAM,2,0,53.89150804,p_1,0.5,running,34,1_submit_request,,1employee,54.42010441,
330,RLRAM,2,0,53.9991535,p_1,0.5,gateway,32,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
331,RLRAM,2,0,53.9991535,p_1,0.5,running,33,1_check_request,,112admin0,56.50170713,
332,RLRAM,2,0,53.9991535,p_1,0.5,running,32,1_check_budget_approval,,1X_SHARED,55.22426303,
333,RLRAM,2,0,54.23429127,p_2,0.5,running,30,2_supervisor_approve,,1supervisor2,55.13123703,
334,RLRAM,2,0,54.4894963,p_2,0.5,gateway,31,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
335,RLRAM,2,0,54.4894963,p_1,0.5,running,34,1_check_request,,12admin1,54.87922844,
336,RLRAM,2,0,54.4894963,p_2,0.5,running,31,2_check_budget_approval,,X_SHARED,55.84274913,
337,RLRAM,2,0,54.87922844,p_1,0.5,gateway,34,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
338,RLRAM,2,0,55.13123703,p_2,0.5,running,30,2_handle_payment,,12accounting1,55.95157219,
339,RLRAM,2,0,55.22426303,p_1,0.5,gateway,32,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
340,RLRAM,2,0,55.22426303,p_1,0.5,running,34,1_check_budget_approval,,1X_SHARED,56.34941904,
341,RLRAM,2,0,55.22426303,p_1,0.5,running,32,1_supervisor_approve,,1supervisor2,55.54492424,
342,RLRAM,2,0,55.84274913,p_2,0.5,gateway,31,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
343,RLRAM,2,0,55.84274913,p_1,0.5,running,32,1_handle_payment,,X_SHARED,55.99168318,
344,RLRAM,2,0,55.84274913,p_2,0.5,running,31,2_budget_approve,,1budget_owner2,56.23725572,
345,RLRAM,2,0,55.95157219,p_2,0.5,gateway,30,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
346,RLRAM,2,0,55.95157219,p_2,0.5,COMPLETE,30,2_END,,,,4.80967786
347,RLRAM,2,0,55.99168318,p_1,0.5,gateway,32,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
348,RLRAM,2,0,55.99168318,p_1,0.5,COMPLETE,32,1_END,,,,3.593231902
349,RLRAM,2,0,56.23725572,p_2,0.5,running,31,2_supervisor_approve,,1supervisor2,56.33683222,
350,RLRAM,2,0,56.31298809,p_1,0.5,START,35,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
351,RLRAM,2,0,56.31298809,p_1,0.5,running,35,1_submit_request,,1employee1,56.72171908,
352,RLRAM,2,0,56.33683222,p_2,0.5,running,31,2_handle_payment,,12accounting1,63.39337103,
353,RLRAM,2,0,56.34941904,p_1,0.5,gateway,34,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
354,RLRAM,2,0,56.34941904,p_1,0.5,running,34,1_supervisor_approve,,X_SHARED,57.41966276,
355,RLRAM,2,0,56.50170713,p_1,0.5,gateway,33,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
356,RLRAM,2,0,56.50170713,p_1,0.5,running,33,1_check_budget_approval,,1X_SHARED,57.80733991,
357,RLRAM,2,0,57.41966276,p_1,0.5,running,35,1_check_request,,12admin1,58.19742483,
358,RLRAM,2,0,57.41966276,p_1,0.5,running,34,1_handle_payment,,12accounting0,66.57224492,
359,RLRAM,2,0,57.52479099,p_2,0.5,START,36,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
360,RLRAM,2,0,57.52479099,p_2,0.5,running,36,2_submit_request,,1employee1,58.25882551,
361,RLRAM,2,0,57.80733991,p_1,0.5,gateway,33,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
